,id,name,regr_mse,regr_dt_mse,regr_boost_mse,regr_rf_mse,rs_m70,rs_m50,rs_m30,rs_m10,rs_p10,rs_p30,rs_p50,rs_p70
82,2621,마포구청,0.7360492794852423,0.2181271277197221,0.09929538854853821,0.2176857267928739,0.009484744561035024,0.015210333505923879,0.0065081041146095395,-0.0011696886736529584,-0.006044901168865662,-0.009883200680475981,-0.013466940545364191,-0.014003535014757361
83,2622,망원,0.6733118980510887,0.257004860989843,0.08442094834912849,0.24683550441107086,0.022918857869911997,0.02004735147977239,0.011773888945210217,0.005185866148009182,0.00021031068154555516,-0.003932884071632765,-0.007905749144777086,-0.010176022798644437
84,333,매봉,0.8583469474705853,0.07826552656127667,0.07269214341845402,0.07781878183065664,0.00494002207411453,0.005022608618835893,0.0022576249831724993,0.0006737328576988462,-0.0009801196624634478,-0.0026910907641885065,-0.0036972570058346073,-0.004248550892409221
85,2720,먹골,0.512742299250815,0.1465866095699311,0.06893243974666263,0.1049526426805643,0.002246900193843373,0.0017109805299270176,-0.0005841829737419458,-0.0026648033776156756,-0.004332620038949661,-0.006976056049552898,-0.0102939987243905,-0.013978190068977391
86,2723,면목,0.5425994259871973,0.16811464110030477,0.08601261590527248,0.12660070492305406,0.017344690714084527,0.009224573946858865,0.005985569223212401,0.0033823432696229367,0.0016030395754406217,-0.00018167782847866172,-0.0022030812556151857,-0.005399981044793736
87,424,명동,0.8013623453522132,0.26747801568025376,0.11196884623599218,0.23850845483059552,-0.009015108707830972,0.0051134177208365505,0.008245248764278536,0.011887657799125097,0.015863076259254486,0.020638538949316994,0.024509475575195908,0.02661652431394507
88,2552,명일,0.5657591323206772,0.11810209277501742,0.0750431746046749,0.11694204415875026,0.0064531675707427995,0.005640793926978675,0.0030602404810577072,0.0004123899978124762,-0.0015459121616957648,-0.001784005832558494,-0.0006397530350477037,0.0020311812680183453
89,2521,목동,0.5644709774703726,0.10776482925427584,0.0782634657115307,0.10424643562383053,-0.027596683226142782,-0.013530631531011606,-0.008405242358065803,-0.005281172260618269,-0.003429835850435891,-0.0017848022029660568,-0.0010555041650779822,-0.0002919312821907152
90,2814,몽촌토성,1.0110535915462344,0.5354078082125007,0.41865481419292444,0.5185321268465851,0.09892113119350739,0.02372555915771924,0.002575545711691434,-0.011576821594401961,-0.013850195950490023,-0.014847659012477922,-0.01779351816798202,-0.017211639200591454
91,315,무악재,0.43696786859225384,0.14722775312558048,0.07265112043498718,0.13313080302161104,-0.00585749598189459,-0.00345403203031815,-0.00142951618171444,5.805092653280368e-05,0.001844824514211165,0.0021424567852269933,0.0025781670665511597,0.0029699549332184933
92,235,문래,0.8808956003227798,0.24841836794144703,0.06463238974583892,0.2210761254469583,0.005930792732634845,0.006503424944039675,0.0025688690385996774,-0.0025496178194202063,-0.006849909770135625,-0.01180497212719201,-0.018378830053373596,-0.02449983373323319
93,2819,문정,0.770883926590383,0.3450905643284683,0.17173044926230777,0.27249381286366825,0.028095898665465777,0.018100225374695512,0.011520830703520167,0.005037039713012636,0.00014744092138761408,-0.004523740653238889,-0.008258912835480168,-0.01297598131917144
94,415,미아,0.6211350940313588,0.19312901653092135,0.0806587852111906,0.1624767061981286,-0.010039283269166309,-0.0036283603052271124,-0.0027684904638387107,-0.005557973557830181,-0.008239428965409851,-0.012091354607768529,-0.015956584963114685,-0.020174765276819794
95,416,미아사거리,0.5150790868699223,0.11295283410772902,0.049702161614042006,0.10993081291869201,-0.012956658540231075,-0.006247615345472651,-0.004327038378339659,-0.0056064043705731864,-0.007739891289534625,-0.010718345373692303,-0.013269411030420914,-0.01637322982895295
96,2735,반포,0.7383163899935321,0.21119438680989994,0.08234817617388396,0.2110584905388748,0.02176147393837016,0.020348758130296636,0.010925011355300213,0.003569106271150049,-0.0027940753352852497,-0.007957353175720654,-0.012920366265871924,-0.018194811196427543
97,2516,발산,0.8906374008924178,0.34828978120660553,0.13887248516095876,0.2564114920453412,-0.0070767137443021755,-0.003929685763759847,0.0006129486589874376,-0.0009154170049330385,-0.0015379732740099551,-0.009353352011827677,-0.022526253981044617,-0.05182514554026252
98,225,방배,0.7643742163953754,0.23024738574947629,0.10509671315781428,0.2302139132850487,0.02413305249292403,0.02058933730395334,0.01122419662207415,0.001735441877243319,-0.006346458842873844,-0.01371351841855516,-0.0210873790133021,-0.02909243884614668
99,2557,방이,0.8443311079103658,0.21249200789518038,0.11380301302148274,0.19731365784675067,0.022360857952531503,0.014480425555152662,0.008327866088400438,0.006027048273201879,0.004987837870997153,0.002697734403820413,0.0002960599247112558,-0.0025545514724925004
